,hhno,id,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp,year
146,2859,,17,1,Male,3,-1,,High School Student Age 16+,13.04,34.32,413.06,692262,3039,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
147,2859,,15,1,Female,4,-1,,Child Age 5-15,13.04,34.32,413.06,692262,3039,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
148,2859,,12,1,Male,5,-1,,Child Age 5-15,12.34,32.82,413.06,692547,3065,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
149,2873,,63,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,202.8,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
150,2891,,59,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,291.91,-1,-1,Not a Student,0,,,,11.89,38.76,425619,398,Paid Full-Time Worker,2006
151,2891,,57,1,Male,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,291.91,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
152,2891,,30,1,Male,3,-1,Proxy,Full-Time Worker,-1.0,-1.0,291.91,-1,-1,Not a Student,1,,,,6.77,17.88,45598,1931,Paid Full-Time Worker,2006
153,2896,,45,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,205.45,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4:30 and 5 pm,Drive Alone,25.54,47.52,430873,1931,Paid Full-Time Worker,2006
154,2901,,47,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,429.39,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
155,2901,,48,1,Male,2,-1,No Proxy,Part-Time Worker,4.75,19.49,429.39,674828,3596,Part-Time Student,0,,,,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
156,2901,,2,1,Male,3,-1,No Proxy,Child Age 0-4,-1.0,-1.0,429.39,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
157,2903,,72,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,193.79,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
158,2903,,45,1,Female,2,-1,,Full-Time Worker,6.98,27.55,193.79,115790,1062,Part-Time Student,1,,,,26.1,61.71,147920,469,Paid Full-Time Worker,2006
159,2925,,56,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,134.91,-1,-1,Not a Student,0,Between 7 and 7:30 am,Between 3:30 and 4 pm,Drive Alone,21.91,46.42,595738,3506,Paid Full-Time Worker,2006
160,2930,,40,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,674.28,-1,-1,Not a Student,1,None 4+ Days/Week,None 4+ Days/Week,None 4+ Days/Week,35.82,87.54,361140,611,Paid Full-Time Worker,2006
161,2930,,42,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,674.28,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
162,2930,,12,1,Male,3,-1,No Proxy,Child Age 5-15,2.2,9.3,674.28,1158629,2246,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
163,2930,,4,1,Male,4,-1,No Proxy,Child Age 0-4,2.15,8.25,674.28,1120067,2344,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
164,2933,,53,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,121.67,-1,-1,Not a Student,0,,,,7.17,25.71,147803,501,Paid Full-Time Worker,2006
165,2933,,55,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,121.67,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
166,2934,,57,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,409.58,-1,-1,Not a Student,1,Between 7:30 and 8 am,Between 5:30 and 6 pm,Shared Ride 3+,3.92,26.39,41077,492,Paid Full-Time Worker,2006
167,2935,,39,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,590.19,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
168,2935,,38,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,590.19,-1,-1,Not a Student,1,,,,48.87,285.74,147756,527,Paid Full-Time Worker,2006
169,2935,,12,1,Male,3,-1,,Child Age 5-15,2.72,9.14,590.19,699263,2710,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
170,2935,,11,1,Female,4,-1,,Child Age 5-15,3.64,9.64,590.19,687840,2703,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
171,2936,,61,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,295.64,-1,-1,Not a Student,0,,,,3.74,22.97,1500003,3354,Paid Full-Time Worker,2006
172,2936,,59,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,295.64,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
173,2966,,52,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,187.17,-1,-1,Not a Student,0,,,,18.23,46.47,1131004,2636,Paid Full-Time Worker,2006
174,2979,,31,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,879.9,-1,-1,Not a Student,0,Before 6 am,Before 3:30 pm,Drive Alone,5.05,20.74,39107,1831,Paid Full-Time Worker,2006
175,2979,,27,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,879.9,-1,-1,Not a Student,0,None 4+ Days/Week,Between 3:30 and 4 pm,Drive Alone,17.41,45.66,339760,1603,Paid Full-Time Worker,2006
176,2980,,67,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,173.74,-1,-1,Not a Student,0,After 9 am,None 4+ Days/Week,Drive Alone,4.21,16.61,73908,42,Paid Part-Time Worker,2006
177,2983,,52,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,180.29,-1,-1,Not a Student,0,Between 6:30 and 7 am,None 4+ Days/Week,Drive Alone,2.81,11.82,1145495,2401,Paid Full-Time Worker,2006
178,2991,,51,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,389.12,-1,-1,Not a Student,0,,,Drive Alone,3.16,14.22,991993,2647,Paid Full-Time Worker,2006
179,3019,,62,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,344.0,-1,-1,Not a Student,0,,,,18.51,36.15,811027,3019,Paid Full-Time Worker,2006
180,3019,,61,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,344.0,-1,-1,Not a Student,0,,,Drive Alone,12.66,27.37,928677,2959,Paid Full-Time Worker,2006
181,3035,,63,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,275.74,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
182,3042,,80,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,161.85,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
183,3042,,56,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,161.85,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
184,3042,,26,1,Female,3,-1,,Full-Time Worker,-1.0,-1.0,161.85,-1,-1,Not a Student,0,,,,12.04,33.71,311101,1797,Paid Full-Time Worker,2006
185,3043,,46,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,254.82,-1,-1,Not a Student,0,,,,6.23,26.45,218235,983,Paid Full-Time Worker,2006
186,3043,,47,1,Male,2,-1,,Part-Time Worker,-1.0,-1.0,254.82,-1,-1,Not a Student,0,,,,14.23,34.24,424769,808,Paid Part-Time Worker,2006
187,3043,,15,1,Male,3,-1,No Proxy,Child Age 5-15,4.52,16.77,254.82,32209,1005,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
188,3070,,81,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,216.27,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
189,3090,,77,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,170.63,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
190,3091,,32,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,114.65,-1,-1,Not a Student,0,,,Drive Alone,7.4,18.22,593775,3496,Paid Full-Time Worker,2006
191,3091,,11,1,Female,2,-1,No Proxy,Child Age 5-15,5.46,13.37,114.65,593889,3510,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
192,3165,,81,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,97.49,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
193,3165,,76,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,97.49,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
194,3195,,76,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,345.01,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
195,3203,,43,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,146.34,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,4.68,22.48,534905,958,Paid Full-Time Worker,2006
196,3203,,44,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,146.34,-1,-1,Not a Student,0,,,,16.59,35.7,346916,1177,Paid Full-Time Worker,2006
197,3212,,36,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,418.39,-1,-1,Not a Student,0,Between 6 and 6:30 am,Between 4 and 4:30 pm,Drive Alone,32.31,64.15,762309,2806,Paid Full-Time Worker,2006
198,3212,,36,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,418.39,-1,-1,Not a Student,0,,,,38.92,71.44,40966,450,Paid Full-Time Worker,2006
199,3212,,11,1,Male,3,-1,No Proxy,Child Age 5-15,5.08,16.13,418.39,158074,2005,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
200,3212,,3,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,418.39,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
201,3265,,68,1,Male,1,-1,,Part-Time Worker,-1.0,-1.0,136.68,-1,-1,Not a Student,0,,,,19.76,52.24,1145037,2310,Paid Part-Time Worker,2006
202,3265,,67,1,Female,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,136.68,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
203,3271,,28,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,392.57,-1,-1,Not a Student,1,,,None 4+ Days/Week,34.74,76.94,175248,1615,Paid Full-Time Worker,2006
204,3271,,30,1,Female,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,392.57,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
205,3271,,1,1,Female,3,-1,No Proxy,Child Age 0-4,-1.0,-1.0,392.57,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
206,3300,,48,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,467.7,-1,-1,Not a Student,0,,,,13.14,32.96,89589,1048,Paid Full-Time Worker,2006
207,3300,,42,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,467.7,-1,-1,Not a Student,0,Between 6 and 6:30 am,Before 3:30 pm,Drive Alone,39.42,81.84,109600,1779,Paid Full-Time Worker,2006
208,3300,,16,1,Female,3,-1,Proxy,High School Student Age 16+,3.15,12.04,467.7,741709,3179,Full-Time Student,0,,,,3.39,10.81,740772,3143,Paid Part-Time Worker,2006
209,3335,,53,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,172.35,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
210,3335,,58,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,172.35,-1,-1,Not a Student,0,,,,24.45,59.97,41485,1504,Paid Full-Time Worker,2006
211,3354,,45,0,Female,1,-1,,Full-Time Worker,-1.0,-1.0,98.36,-1,-1,Not a Student,1,,,None 4+ Days/Week,4.15,20.18,41030,455,Paid Full-Time Worker,2006
212,3364,,72,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,291.08,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
213,3364,,43,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,291.08,-1,-1,Not a Student,0,,,,26.22,61.1,290630,2059,Paid Full-Time Worker,2006
214,3367,,88,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,170.63,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
215,3370,,78,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,204.03,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
216,3370,,78,1,Female,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,204.03,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
217,3379,,57,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,305.31,-1,-1,Not a Student,0,,,,8.43,30.47,1133360,2624,Paid Part-Time Worker,2006
218,3379,,58,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,305.31,-1,-1,Not a Student,0,,,,27.72,66.77,463657,657,Paid Full-Time Worker,2006
219,3380,,62,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,62.73,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
220,3380,,56,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,62.73,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
221,3382,,73,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,262.97,-1,-1,Not a Student,0,Between 6 and 6:30 am,Before 3:30 pm,Drive Alone,13.83,34.9,272024,1435,Paid Part-Time Worker,2006
222,3399,,59,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,151.89,-1,-1,Not a Student,0,,,,7.41,25.95,74320,305,Paid Full-Time Worker,2006
223,3399,,60,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,151.89,-1,-1,Not a Student,0,,,,9.34,32.97,148086,584,Paid Full-Time Worker,2006
224,3431,,70,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,87.54,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
225,3440,,36,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,114.56,-1,-1,Not a Student,0,,,,12.86,37.63,385096,689,Paid Full-Time Worker,2006
226,3440,,38,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,114.56,-1,-1,Not a Student,0,,,,22.46,56.96,109565,1779,Paid Full-Time Worker,2006
227,3440,,5,1,Male,3,-1,,Child Age 5-15,6.15,30.53,114.56,41220,477,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
228,3440,,4,1,Male,4,-1,,Child Age 0-4,4.52,23.46,114.56,336382,387,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
229,3446,,59,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,95.21,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
230,3446,,57,1,Female,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,95.21,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
231,3459,,79,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,165.27,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
232,3459,,82,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,165.27,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
233,3467,,87,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,141.12,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
234,3490,,40,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,517.99,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
235,3490,,42,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,517.99,-1,-1,Not a Student,0,,,,2.96,12.85,60361,1801,Paid Full-Time Worker,2006
236,3490,,11,1,Male,3,-1,No Proxy,Child Age 5-15,0.52,4.09,517.99,976835,2665,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
237,3490,,9,1,Male,4,-1,No Proxy,Child Age 5-15,0.52,4.09,517.99,976835,2665,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
238,3490,,6,1,Male,5,-1,No Proxy,Child Age 5-15,0.52,4.09,517.99,976835,2665,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
239,3490,,2,1,Male,6,-1,No Proxy,Child Age 0-4,-1.0,-1.0,517.99,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
240,3491,,62,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,248.48,-1,-1,Not a Student,0,,,,13.84,41.5,506397,573,Paid Part-Time Worker,2006
241,3491,,67,1,Male,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,248.48,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
242,3496,,76,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,552.34,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
243,3496,,56,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,552.34,-1,-1,Not a Student,0,Between 6 and 6:30 am,Before 3:30 pm,Walk,1.0,6.96,436258,1409,Paid Full-Time Worker,2006
244,3505,,30,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,1004.13,-1,-1,Not a Student,0,,,None 4+ Days/Week,1.22,8.67,210527,254,Paid Full-Time Worker,2006
245,3510,,60,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,248.38,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
246,3510,,84,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,248.38,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
247,3510,,85,1,Male,3,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,248.38,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
248,3540,,84,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,68.41,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
249,3540,,87,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,68.41,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
250,3545,,46,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,237.22,-1,-1,Not a Student,0,,,Drive Alone,13.64,28.02,963,1221,Paid Full-Time Worker,2006
251,3545,,48,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,237.22,-1,-1,Not a Student,0,,,,14.62,48.55,169182,349,Paid Full-Time Worker,2006
252,3553,,56,1,Male,1,-1,Proxy,Part-Time Worker,-1.0,-1.0,295.64,-1,-1,Not a Student,1,,,,59.19,315.04,451568,471,Paid Part-Time Worker,2006
253,3553,,60,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,295.64,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
254,3554,,51,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,234.77,-1,-1,Not a Student,1,Before 6 am,Before 3:30 pm,Shared Ride 3+,8.73,34.85,326600,315,Paid Full-Time Worker,2006
255,3554,,60,1,Female,2,-1,No Proxy,Part-Time Worker,-1.0,-1.0,234.77,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
256,3555,,49,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,268.2,-1,-1,Not a Student,0,,,Drive Alone,31.56,77.77,741764,3178,Paid Full-Time Worker,2006
257,3555,,70,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,268.2,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
258,3556,,39,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,255.52,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
259,3556,,40,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,255.52,-1,-1,Not a Student,0,,,,20.0,47.16,204345,1491,Paid Full-Time Worker,2006
260,3556,,10,1,Male,3,-1,,Child Age 5-15,1.23,6.6,255.52,8876,1838,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
261,3556,,9,1,Female,4,-1,,Child Age 5-15,1.23,6.6,255.52,8876,1838,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
262,3556,,6,1,Female,5,-1,,Child Age 5-15,1.23,6.6,255.52,8876,1838,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
263,3556,,5,1,Female,6,-1,,Child Age 5-15,0.93,6.93,255.52,441044,1844,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
264,3557,,65,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,253.65,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
265,3557,,70,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,253.65,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
266,3558,,50,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,340.02,-1,-1,Not a Student,1,Between 6 and 6:30 am,None 4+ Days/Week,Walk to Transit,48.34,89.11,246391,1551,Paid Full-Time Worker,2006
267,3558,,49,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,340.02,-1,-1,Not a Student,0,Between 7 and 7:30 am,Between 4:30 and 5 pm,Drive Alone,39.97,78.2,20244,1879,Paid Full-Time Worker,2006
268,3565,,63,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,168.48,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
269,3565,,79,1,Male,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,168.48,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
270,3573,,51,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,140.52,-1,-1,Not a Student,0,None 4+ Days/Week,Between 6 and 6:30 pm,Drive Alone,7.15,25.83,148565,406,Paid Part-Time Worker,2006
271,3573,,49,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,140.52,-1,-1,Not a Student,0,,,,23.99,48.48,1145208,2309,Paid Full-Time Worker,2006
272,3573,,14,1,Male,3,-1,No Proxy,Child Age 5-15,1.35,6.42,140.52,403814,111,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
273,3573,,11,1,Male,4,-1,No Proxy,Child Age 5-15,-1.0,-1.0,140.52,0,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
274,3577,,59,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,201.76,-1,-1,Not a Student,0,,,,14.73,35.87,380155,873,Paid Full-Time Worker,2006
275,3577,,60,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,201.76,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
276,3577,,21,1,Male,3,-1,,Full-Time Worker,-1.0,-1.0,201.76,-1,-1,Not a Student,0,,,,12.76,37.53,148953,443,Paid Full-Time Worker,2006
277,3588,,41,1,Female,1,-1,,Full-Time Worker,7.71,23.66,113.73,246356,585,Part-Time Student,0,,,,6.67,20.78,506397,573,Paid Full-Time Worker,2006
278,3588,,42,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,113.73,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,2.91,15.37,559544,264,Paid Full-Time Worker,2006
279,3591,,36,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,291.7,-1,-1,Not a Student,0,,,,10.66,27.87,1135162,2452,Paid Full-Time Worker,2006
280,3591,,60,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,291.7,-1,-1,Not a Student,0,,,,3.42,15.03,1145046,2311,Paid Full-Time Worker,2006
281,3591,,10,1,Male,3,-1,,Child Age 5-15,1.02,6.08,291.7,1046401,2325,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
282,3600,,48,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,368.56,-1,-1,Not a Student,0,Between 7 and 7:30 am,Before 3:30 pm,Drive Alone,4.93,19.66,351531,1198,Paid Full-Time Worker,2006
283,3600,,21,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,368.56,-1,-1,Full-Time Student,0,,,,5.83,22.83,584,1195,Paid Full-Time Worker,2006
284,3600,,17,1,Female,3,-1,No Proxy,High School Student Age 16+,0.6,6.38,368.56,232385,1161,Full-Time Student,0,,,,4.04,14.62,755372,3160,Paid Part-Time Worker,2006
285,3601,,36,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,536.17,-1,-1,Not a Student,0,Between 6 and 6:30 am,Between 5 and 5:30 pm,Drive Alone,17.77,42.78,967624,2311,Paid Full-Time Worker,2006
286,3601,,14,1,Female,2,-1,No Proxy,Child Age 5-15,2.82,10.62,536.17,1160211,2227,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
287,3601,,12,1,Female,3,-1,No Proxy,Child Age 5-15,2.82,10.62,536.17,1160211,2227,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
288,3605,,46,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,363.73,-1,-1,Not a Student,1,None 4+ Days/Week,None 4+ Days/Week,Shared Ride 2,32.54,81.83,446222,907,Paid Full-Time Worker,2006
289,3605,,49,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,363.73,-1,-1,Not a Student,0,,,,11.22,39.35,743160,3221,Paid Full-Time Worker,2006
290,3606,,30,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,517.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
